from,to,distance
L445,L483,42.416
L469,L483,26.196
L483,L483,0
L493,L483,42.331
L495,L483,20.582
L496,L483,28.219
L511,L483,13.085
L527,L483,83.919
L529,L483,79.52
L530,L483,79.46
L540,L483,16.653
L543,L483,18.837
L554,L483,79.46
L556,L483,35.422
L560,L483,11.608
L0,L493,64.24
L7,L493,65.134
L18,L493,55.539
L26,L493,105.438
L33,L493,97.608
L36,L493,96.197
L38,L493,92.29
L57,L493,89.479
L62,L493,89.656
L63,L493,89.785
L70,L493,64.951
L75,L493,63.833
L76,L493,63.833
L77,L493,64.718
L78,L493,65.372
L79,L493,65.701
L80,L493,63.833
L81,L493,64.882
L82,L493,64.624
L91,L493,64.376
L93,L493,64.355
L99,L493,64.607
L102,L493,63.734
L103,L493,113.128
L106,L493,64.153
L113,L493,66.613
L116,L493,65.977
L122,L493,66.81
L128,L493,117.595
L134,L493,63.912
L135,L493,63.912
L138,L493,94.624
L139,L493,94.624
L141,L493,63.833
L145,L493,67.85
L146,L493,66.817
L147,L493,67.861
L150,L493,64.67
L151,L493,67.323
L153,L493,84.444
L154,L493,84.444
L155,L493,97.491
L156,L493,97.184
L157,L493,97.184
L159,L493,103.177
L162,L493,79.335
L168,L493,66.722
L171,L493,91.945
L173,L493,77.019
L178,L493,94.725
L179,L493,94.725
L185,L493,82.651
L186,L493,81.572
L191,L493,92.057
L203,L493,93.59
L206,L493,88.157
L213,L493,62.782
L222,L493,78.615
L227,L493,54.694
L229,L493,91.796
L231,L493,91.921
L246,L493,97.899
L247,L493,98.006
L249,L493,92.858
L252,L493,92.656
L262,L493,93.216
L271,L493,107.599
L273,L493,108.356
L274,L493,107.368
L292,L493,96.483
L299,L493,97.115
L309,L493,65.054
L310,L493,64.85
L313,L493,96.719
L315,L493,64.134
L321,L493,64.862
L323,L493,65.65
L328,L493,65.175
L333,L493,66.928
L334,L493,66.845
L336,L493,63.863
L338,L493,64.633
L349,L493,65.123
L355,L493,69.688
L361,L493,66.255
L365,L493,68.35
L370,L493,92.565
L371,L493,92.565
L375,L493,92.942
L382,L493,63.833
L385,L493,92.057
L387,L493,107.674
L392,L493,67.2
L393,L493,66.396
L402,L493,67.196
L408,L493,69.551
L411,L493,69.332
L412,L493,69.173
L418,L493,67.628
L423,L493,68.692
L430,L493,10.351
L431,L493,13.791
L437,L493,30.119
L444,L493,8.629
L445,L493,6.475
L469,L493,16.171
L483,L493,39.777
L493,L493,0
L495,L493,21.793
L496,L493,29.637
L511,L493,26.897
L527,L493,66.109
L529,L493,69.453
L530,L493,69.173
L540,L493,23.58
L543,L493,21.071
L554,L493,69.173
L556,L493,12.335
L560,L493,53.862
L0,L495,56.265
L7,L495,44.901
L18,L495,55.868
L26,L495,82.607
L33,L495,77.375
L36,L495,75.964
L38,L495,69.459
L57,L495,69.246
L62,L495,77.827
L63,L495,69.552
L70,L495,44.718
L75,L495,55.858
L76,L495,55.858
L77,L495,56.743
L78,L495,57.397
L79,L495,57.726
L80,L495,55.858
L81,L495,56.907
L82,L495,56.649
L91,L495,56.401
L93,L495,56.38
L99,L495,56.632
L102,L495,55.759
L103,L495,90.297
L106,L495,56.178
L113,L495,46.38
L116,L495,45.744
L122,L495,46.577
L128,L495,94.764
L134,L495,43.679
L135,L495,43.679
L138,L495,71.793
L139,L495,71.793
L141,L495,55.858
L145,L495,48.54
L146,L495,48.806
L147,L495,47.628
L150,L495,56.695
L151,L495,47.09
L153,L495,64.211
L154,L495,64.211
L155,L495,78.121
L156,L495,76.951
L157,L495,76.951
L159,L495,82.944
L162,L495,59.102
L168,L495,58.747
L171,L495,71.712
L173,L495,69.044
L178,L495,71.894
L179,L495,71.894
L185,L495,70.822
L186,L495,65.481
L191,L495,71.824
L203,L495,73.357
L206,L495,76.328
L213,L495,51.51
L222,L495,60.643
L227,L495,46.719
L229,L495,71.563
L231,L495,71.688
L246,L495,86.07
L247,L495,86.177
L249,L495,72.625
L252,L495,72.423
L262,L495,81.387
L271,L495,84.768
L273,L495,85.525
L274,L495,84.537
L292,L495,76.25
L299,L495,74.284
L309,L495,44.821
L310,L495,44.617
L313,L495,76.486
L315,L495,56.159
L321,L495,56.887
L323,L495,45.417
L328,L495,44.942
L333,L495,46.695
L334,L495,46.612
L336,L495,55.888
L338,L495,56.658
L349,L495,57.148
L355,L495,61.713
L361,L495,48.632
L365,L495,55.727
L370,L495,72.332
L371,L495,72.332
L375,L495,72.709
L382,L495,55.858
L385,L495,71.824
L387,L495,84.843
L392,L495,59.225
L393,L495,58.421
L402,L495,59.221
L408,L495,60.389
L411,L495,60.419
L412,L495,60.577
L418,L495,64.083
L423,L495,65.147
L430,L495,23.432
L431,L495,9.164
L437,L495,26.42
L444,L495,32.403
L445,L495,24.778
L469,L495,8.365
L483,L495,20.625
L493,L495,22.077
L495,L495,0
L496,L495,11.699
L511,L495,7.745
L527,L495,58.134
L529,L495,60.637
L530,L495,60.577
L540,L495,4.428
L543,L495,1.969
L554,L495,60.577
L556,L495,17.591
L560,L495,32.236
L0,L496,47.971
L7,L496,34.328
L18,L496,47.574
L26,L496,74.632
L33,L496,66.802
L36,L496,65.391
L38,L496,61.484
L57,L496,58.673
L62,L496,67.254
L63,L496,58.979
L70,L496,34.145
L75,L496,47.564
L76,L496,47.564
L77,L496,48.449
L78,L496,49.103
L79,L496,49.432
L80,L496,47.564
L81,L496,48.613
L82,L496,48.355
L91,L496,48.107
L93,L496,48.086
L99,L496,48.338
L102,L496,47.465
L103,L496,82.322
L106,L496,47.884
L113,L496,35.807
L116,L496,35.171
L122,L496,36.004
L128,L496,86.789
L134,L496,33.106
L135,L496,33.106
L138,L496,63.818
L139,L496,63.818
L141,L496,47.564
L145,L496,37.967
L146,L496,38.233
L147,L496,37.055
L150,L496,48.401
L151,L496,36.517
L153,L496,53.638
L154,L496,53.638
L155,L496,67.548
L156,L496,66.378
L157,L496,66.378
L159,L496,72.371
L162,L496,48.529
L168,L496,37.588
L171,L496,61.139
L173,L496,61.5
L178,L496,63.919
L179,L496,63.919
L185,L496,60.249
L186,L496,54.908
L191,L496,61.251
L203,L496,62.784
L206,L496,65.755
L213,L496,43.216
L222,L496,50.07
L227,L496,38.425
L229,L496,60.99
L231,L496,61.115
L246,L496,75.497
L247,L496,75.604
L249,L496,62.052
L252,L496,61.85
L262,L496,70.814
L271,L496,76.793
L273,L496,77.55
L274,L496,76.562
L292,L496,65.677
L299,L496,66.309
L309,L496,34.248
L310,L496,34.044
L313,L496,65.913
L315,L496,47.865
L321,L496,48.593
L323,L496,34.844
L328,L496,34.369
L333,L496,36.122
L334,L496,36.039
L336,L496,47.594
L338,L496,48.364
L349,L496,48.854
L355,L496,53.419
L361,L496,38.059
L365,L496,40.154
L370,L496,61.759
L371,L496,61.759
L375,L496,62.136
L382,L496,47.564
L385,L496,61.251
L387,L496,76.868
L392,L496,50.931
L393,L496,50.127
L402,L496,50.927
L408,L496,49.816
L411,L496,49.846
L412,L496,50.004
L418,L496,53.51
L423,L496,54.574
L430,L496,30.526
L431,L496,17.808
L437,L496,17.767
L444,L496,32.083
L445,L496,25.576
L469,L496,17.009
L483,L496,28.164
L493,L496,27.165
L495,L496,11.395
L496,L496,0
L511,L496,15.171
L527,L496,49.84
L529,L496,50.064
L530,L496,50.004
L540,L496,13.016
L543,L496,10.413
L554,L496,50.004
L556,L496,26.235
L560,L496,39.775
L0,L511,59.794
L7,L511,48.43
L18,L511,59.397
L26,L511,74.971
L33,L511,85.273
L36,L511,83.862
L38,L511,61.823
L57,L511,77.144
L62,L511,81.356
L63,L511,77.45
L70,L511,48.247
L75,L511,59.387
L76,L511,59.387
L77,L511,60.272
L78,L511,60.926
L79,L511,61.255
L80,L511,59.387
L81,L511,60.436
L82,L511,60.178
L91,L511,59.93
L93,L511,59.909
L99,L511,60.161
L102,L511,59.288
L103,L511,82.661
L106,L511,59.707
L113,L511,49.909
L116,L511,49.273
L122,L511,50.106
L128,L511,87.128
L134,L511,47.208
L135,L511,47.208
L138,L511,64.157
L139,L511,64.157
L141,L511,59.387
L145,L511,52.069
L146,L511,52.335
L147,L511,51.157
L150,L511,60.224
L151,L511,50.619
L153,L511,67.74
L154,L511,67.74
L155,L511,81.65
L156,L511,80.48
L157,L511,80.48
L159,L511,90.842
L162,L511,62.631
L168,L511,62.276
L171,L511,79.61
L173,L511,72.573
L178,L511,64.258
L179,L511,64.258
L185,L511,74.351
L186,L511,69.01
L191,L511,79.722
L203,L511,81.255
L206,L511,79.857
L213,L511,55.039
L222,L511,64.172
L227,L511,50.248
L229,L511,79.461
L231,L511,79.586
L246,L511,89.599
L247,L511,89.706
L249,L511,80.523
L252,L511,80.321
L262,L511,84.916
L271,L511,77.132
L273,L511,77.889
L274,L511,76.901
L292,L511,84.148
L299,L511,66.648
L309,L511,48.35
L310,L511,48.146
L313,L511,84.384
L315,L511,59.688
L321,L511,60.416
L323,L511,48.946
L328,L511,48.471
L333,L511,50.224
L334,L511,50.141
L336,L511,59.417
L338,L511,60.187
L349,L511,60.677
L355,L511,65.242
L361,L511,52.161
L365,L511,59.256
L370,L511,80.23
L371,L511,80.23
L375,L511,80.607
L382,L511,59.387
L385,L511,79.722
L387,L511,77.207
L392,L511,62.754
L393,L511,61.95
L402,L511,62.75
L408,L511,63.918
L411,L511,63.948
L412,L511,64.106
L418,L511,67.612
L423,L511,68.676
L430,L511,26.847
L431,L511,14.129
L437,L511,29.949
L444,L511,35.932
L445,L511,29.425
L469,L511,13.33
L483,L511,12.989
L493,L511,27.042
L495,L511,7.716
L496,L511,15.228
L511,L511,0
L527,L511,61.663
L529,L511,64.166
L530,L511,64.106
L540,L511,4.134
L543,L511,5.971
L554,L511,64.106
L556,L511,22.556
L560,L511,24.6
L0,L527,2.745
L7,L527,18.836
L18,L527,24.336
L26,L527,58.313
L33,L527,37.605
L36,L527,37.279
L38,L527,45.165
L57,L527,42.354
L62,L527,21.138
L63,L527,42.66
L70,L527,19.436
L75,L527,3.069
L76,L527,3.069
L77,L527,3.498
L78,L527,4.152
L79,L527,4.481
L80,L527,3.069
L81,L527,3.662
L82,L527,3.404
L91,L527,2.881
L93,L527,3.037
L99,L527,2.798
L102,L527,2.412
L103,L527,66.003
L106,L527,2.292
L113,L527,18.075
L116,L527,19.766
L122,L527,21.038
L128,L527,70.47
L134,L527,20.815
L135,L527,20.815
L138,L527,47.499
L139,L527,47.499
L141,L527,3.069
L145,L527,16.892
L146,L527,15.859
L147,L527,22.304
L150,L527,2.799
L151,L527,21.967
L153,L527,20.902
L154,L527,20.902
L155,L527,20.99
L156,L527,24.152
L157,L527,24.152
L159,L527,24.643
L162,L527,23.626
L168,L527,4.182
L171,L527,44.82
L173,L527,11.026
L178,L527,47.6
L179,L527,47.6
L185,L527,14.133
L186,L527,17.688
L191,L527,44.932
L203,L527,46.465
L206,L527,19.639
L213,L527,17.089
L222,L527,15.388
L227,L527,13.582
L229,L527,44.671
L231,L527,44.796
L246,L527,29.381
L247,L527,29.488
L249,L527,45.733
L252,L527,45.531
L262,L527,24.698
L271,L527,60.474
L273,L527,61.231
L274,L527,60.243
L292,L527,37.088
L299,L527,49.99
L309,L527,19.614
L310,L527,19.071
L313,L527,36.716
L315,L527,3.315
L321,L527,3.642
L323,L527,19.246
L328,L527,19.403
L333,L527,18.114
L334,L527,17.843
L336,L527,2.282
L338,L527,2.668
L349,L527,3.252
L355,L527,5.535
L361,L527,7.163
L365,L527,8.597
L370,L527,45.44
L371,L527,45.44
L375,L527,45.817
L382,L527,3.069
L385,L527,44.932
L387,L527,60.549
L392,L527,1.091
L393,L527,0.287
L402,L527,2.495
L408,L527,3.574
L411,L527,3.355
L412,L527,3.416
L418,L527,3.643
L423,L527,4.707
L430,L527,86.069
L431,L527,64.28
L437,L527,30.787
L444,L527,57.059
L445,L527,58.444
L469,L527,63.481
L483,L527,83.229
L493,L527,66.157
L495,L527,57.867
L496,L527,49.483
L511,L527,61.643
L527,L527,0
L529,L527,3.418
L530,L527,3.416
L540,L527,59.488
L543,L527,56.885
L554,L527,3.416
L556,L527,72.707
L560,L527,94.84
L0,L529,5.188
L7,L529,15.639
L18,L529,26.796
L26,L529,55.116
L33,L529,37.054
L36,L529,36.728
L38,L529,41.968
L57,L529,39.157
L62,L529,20.587
L63,L529,39.463
L70,L529,16.239
L75,L529,5.529
L76,L529,5.529
L77,L529,5.958
L78,L529,6.612
L79,L529,6.941
L80,L529,5.529
L81,L529,6.122
L82,L529,5.864
L91,L529,5.324
L93,L529,5.48
L99,L529,5.134
L102,L529,4.872
L103,L529,62.806
L106,L529,4.752
L113,L529,14.878
L116,L529,16.569
L122,L529,17.841
L128,L529,67.273
L134,L529,17.618
L135,L529,17.618
L138,L529,44.302
L139,L529,44.302
L141,L529,5.529
L145,L529,13.695
L146,L529,12.662
L147,L529,19.107
L150,L529,4.724
L151,L529,18.77
L153,L529,18.582
L154,L529,18.582
L155,L529,18.67
L156,L529,21.832
L157,L529,21.832
L159,L529,22.323
L162,L529,23.69
L168,L529,4.351
L171,L529,41.623
L173,L529,12.39
L178,L529,44.403
L179,L529,44.403
L185,L529,13.582
L186,L529,12.557
L191,L529,41.735
L203,L529,43.268
L206,L529,19.088
L213,L529,19.549
L222,L529,13.068
L227,L529,16.042
L229,L529,41.474
L231,L529,41.599
L246,L529,28.83
L247,L529,28.937
L249,L529,42.536
L252,L529,42.334
L262,L529,24.147
L271,L529,57.277
L273,L529,58.034
L274,L529,57.046
L292,L529,36.537
L299,L529,46.793
L309,L529,16.417
L310,L529,15.874
L313,L529,36.165
L315,L529,5.775
L321,L529,5.668
L323,L529,16.049
L328,L529,16.206
L333,L529,14.917
L334,L529,14.646
L336,L529,4.742
L338,L529,5.128
L349,L529,4.902
L355,L529,7.38
L361,L529,6.322
L365,L529,7.756
L370,L529,42.243
L371,L529,42.243
L375,L529,42.62
L382,L529,5.529
L385,L529,41.735
L387,L529,57.352
L392,L529,2.82
L393,L529,3.175
L402,L529,2.664
L408,L529,1.254
L411,L529,1.035
L412,L529,2.328
L418,L529,4.401
L423,L529,4.156
L430,L529,81.312
L431,L529,67.276
L437,L529,33.247
L444,L529,59.519
L445,L529,60.904
L469,L529,66.477
L483,L529,80.032
L493,L529,68.617
L495,L529,60.863
L496,L529,51.213
L511,L529,64.639
L527,L529,3.441
L529,L529,0
L530,L529,2.328
L540,L529,62.484
L543,L529,59.881
L554,L529,2.328
L556,L529,75.703
L560,L529,91.643
L0,L530,5.736
L7,L530,15.343
L18,L530,27.344
L26,L530,54.82
L33,L530,34.286
L36,L530,33.96
L38,L530,41.672
L57,L530,38.861
L62,L530,17.819
L63,L530,39.167
L70,L530,15.943
L75,L530,6.077
L76,L530,6.077
L77,L530,6.506
L78,L530,7.16
L79,L530,7.489
L80,L530,6.077
L81,L530,6.67
L82,L530,6.412
L91,L530,5.872
L93,L530,6.028
L99,L530,5.682
L102,L530,5.42
L103,L530,62.51
L106,L530,5.3
L113,L530,14.582
L116,L530,16.273
L122,L530,17.545
L128,L530,66.977
L134,L530,17.322
L135,L530,17.322
L138,L530,44.006
L139,L530,44.006
L141,L530,6.077
L145,L530,13.399
L146,L530,12.366
L147,L530,18.811
L150,L530,5.272
L151,L530,18.474
L153,L530,17.706
L154,L530,17.706
L155,L530,17.794
L156,L530,20.956
L157,L530,20.956
L159,L530,21.447
L162,L530,22.814
L168,L530,4.631
L171,L530,41.327
L173,L530,10.195
L178,L530,44.107
L179,L530,44.107
L185,L530,10.814
L186,L530,11.681
L191,L530,41.439
L203,L530,42.972
L206,L530,16.32
L213,L530,20.097
L222,L530,12.192
L227,L530,16.59
L229,L530,41.178
L231,L530,41.303
L246,L530,26.062
L247,L530,26.169
L249,L530,42.24
L252,L530,42.038
L262,L530,21.379
L271,L530,56.981
L273,L530,57.738
L274,L530,56.75
L292,L530,33.769
L299,L530,46.497
L309,L530,16.121
L310,L530,15.578
L313,L530,33.397
L315,L530,6.323
L321,L530,6.216
L323,L530,15.753
L328,L530,15.91
L333,L530,14.621
L334,L530,14.35
L336,L530,5.29
L338,L530,5.676
L349,L530,5.45
L355,L530,10.316
L361,L530,6.026
L365,L530,7.46
L370,L530,41.947
L371,L530,41.947
L375,L530,42.324
L382,L530,6.077
L385,L530,41.439
L387,L530,57.056
L392,L530,4.391
L393,L530,3.455
L402,L530,2.944
L408,L530,0.378
L411,L530,0.159
L412,L530,0
L418,L530,2.909
L423,L530,2.664
L430,L530,81.016
L431,L530,66.98
L437,L530,33.795
L444,L530,60.067
L445,L530,61.452
L469,L530,66.181
L483,L530,79.736
L493,L530,69.165
L495,L530,60.567
L496,L530,50.917
L511,L530,64.343
L527,L530,3.721
L529,L530,0.28
L530,L530,0
L540,L530,62.188
L543,L530,59.585
L554,L530,0
L556,L530,75.407
L560,L530,91.347
L0,L540,57.529
L7,L540,46.165
L18,L540,57.132
L26,L540,78.539
L33,L540,78.639
L36,L540,77.228
L38,L540,65.391
L57,L540,70.51
L62,L540,79.091
L63,L540,70.816
L70,L540,45.982
L75,L540,57.122
L76,L540,57.122
L77,L540,58.007
L78,L540,58.661
L79,L540,58.99
L80,L540,57.122
L81,L540,58.171
L82,L540,57.913
L91,L540,57.665
L93,L540,57.644
L99,L540,57.896
L102,L540,57.023
L103,L540,86.229
L106,L540,57.442
L113,L540,47.644
L116,L540,47.008
L122,L540,47.841
L128,L540,90.696
L134,L540,44.943
L135,L540,44.943
L138,L540,67.725
L139,L540,67.725
L141,L540,57.122
L145,L540,49.804
L146,L540,50.07
L147,L540,48.892
L150,L540,57.959
L151,L540,48.354
L153,L540,65.475
L154,L540,65.475
L155,L540,79.385
L156,L540,78.215
L157,L540,78.215
L159,L540,84.208
L162,L540,60.366
L168,L540,60.011
L171,L540,72.976
L173,L540,70.308
L178,L540,67.826
L179,L540,67.826
L185,L540,72.086
L186,L540,66.745
L191,L540,73.088
L203,L540,74.621
L206,L540,77.592
L213,L540,52.774
L222,L540,61.907
L227,L540,47.983
L229,L540,72.827
L231,L540,72.952
L246,L540,87.334
L247,L540,87.441
L249,L540,73.889
L252,L540,73.687
L262,L540,82.651
L271,L540,80.7
L273,L540,81.457
L274,L540,80.469
L292,L540,77.514
L299,L540,70.216
L309,L540,46.085
L310,L540,45.881
L313,L540,77.75
L315,L540,57.423
L321,L540,58.151
L323,L540,46.681
L328,L540,46.206
L333,L540,47.959
L334,L540,47.876
L336,L540,57.152
L338,L540,57.922
L349,L540,58.412
L355,L540,62.977
L361,L540,49.896
L365,L540,56.991
L370,L540,73.596
L371,L540,73.596
L375,L540,73.973
L382,L540,57.122
L385,L540,73.088
L387,L540,80.775
L392,L540,60.489
L393,L540,59.685
L402,L540,60.485
L408,L540,61.653
L411,L540,61.683
L412,L540,61.841
L418,L540,65.347
L423,L540,66.411
L430,L540,24.97
L431,L540,10.702
L437,L540,27.684
L444,L540,33.667
L445,L540,27.16
L469,L540,9.903
L483,L540,16.557
L493,L540,23.615
L495,L540,4.289
L496,L540,12.963
L511,L540,4.134
L527,L540,59.398
L529,L540,61.901
L530,L540,61.841
L540,L540,0
L543,L540,2.544
L554,L540,61.841
L556,L540,19.129
L560,L540,28.168
L0,L543,55.014
L7,L543,43.65
L18,L543,54.617
L26,L543,80.725
L33,L543,76.124
L36,L543,74.713
L38,L543,67.577
L57,L543,67.995
L62,L543,76.576
L63,L543,68.301
L70,L543,43.467
L75,L543,54.607
L76,L543,54.607
L77,L543,55.492
L78,L543,56.146
L79,L543,56.475
L80,L543,54.607
L81,L543,55.656
L82,L543,55.398
L91,L543,55.15
L93,L543,55.129
L99,L543,55.381
L102,L543,54.508
L103,L543,88.415
L106,L543,54.927
L113,L543,45.129
L116,L543,44.493
L122,L543,45.326
L128,L543,92.882
L134,L543,42.428
L135,L543,42.428
L138,L543,69.911
L139,L543,69.911
L141,L543,54.607
L145,L543,47.289
L146,L543,47.555
L147,L543,46.377
L150,L543,55.444
L151,L543,45.839
L153,L543,62.96
L154,L543,62.96
L155,L543,76.87
L156,L543,75.7
L157,L543,75.7
L159,L543,81.693
L162,L543,57.851
L168,L543,57.496
L171,L543,70.461
L173,L543,67.793
L178,L543,70.012
L179,L543,70.012
L185,L543,69.571
L186,L543,64.23
L191,L543,70.573
L203,L543,72.106
L206,L543,75.077
L213,L543,50.259
L222,L543,59.392
L227,L543,45.468
L229,L543,70.312
L231,L543,70.437
L246,L543,84.819
L247,L543,84.926
L249,L543,71.374
L252,L543,71.172
L262,L543,80.136
L271,L543,82.886
L273,L543,83.643
L274,L543,82.655
L292,L543,74.999
L299,L543,72.402
L309,L543,43.57
L310,L543,43.366
L313,L543,75.235
L315,L543,54.908
L321,L543,55.636
L323,L543,44.166
L328,L543,43.691
L333,L543,45.444
L334,L543,45.361
L336,L543,54.637
L338,L543,55.407
L349,L543,55.897
L355,L543,60.462
L361,L543,47.381
L365,L543,54.476
L370,L543,71.081
L371,L543,71.081
L375,L543,71.458
L382,L543,54.607
L385,L543,70.573
L387,L543,82.961
L392,L543,57.974
L393,L543,57.17
L402,L543,57.97
L408,L543,59.138
L411,L543,59.168
L412,L543,59.326
L418,L543,62.832
L423,L543,63.896
L430,L543,22.415
L431,L543,8.147
L437,L543,25.169
L444,L543,31.152
L445,L543,24.645
L469,L543,7.348
L483,L543,18.743
L493,L543,21.06
L495,L543,1.734
L496,L543,10.448
L511,L543,5.863
L527,L543,56.883
L529,L543,59.386
L530,L543,59.326
L540,L543,2.546
L543,L543,0
L554,L543,59.326
L556,L543,16.574
L560,L543,30.354
L0,L554,5.736
L7,L554,15.343
L18,L554,27.344
L26,L554,54.82
L33,L554,34.286
L36,L554,33.96
L38,L554,41.672
L57,L554,38.861
L62,L554,17.819
L63,L554,39.167
L70,L554,15.943
L75,L554,6.077
L76,L554,6.077
L77,L554,6.506
L78,L554,7.16
L79,L554,7.489
L80,L554,6.077
L81,L554,6.67
L82,L554,6.412
L91,L554,5.872
L93,L554,6.028
L99,L554,5.682
L102,L554,5.42
L103,L554,62.51
L106,L554,5.3
L113,L554,14.582
L116,L554,16.273
L122,L554,17.545
L128,L554,66.977
L134,L554,17.322
L135,L554,17.322
L138,L554,44.006
L139,L554,44.006
L141,L554,6.077
L145,L554,13.399
L146,L554,12.366
L147,L554,18.811
L150,L554,5.272
L151,L554,18.474
L153,L554,17.706
L154,L554,17.706
L155,L554,17.794
L156,L554,20.956
L157,L554,20.956
L159,L554,21.447
L162,L554,22.814
L168,L554,4.631
L171,L554,41.327
L173,L554,10.195
L178,L554,44.107
L179,L554,44.107
L185,L554,10.814
L186,L554,11.681
L191,L554,41.439
L203,L554,42.972
L206,L554,16.32
L213,L554,20.097
L222,L554,12.192
L227,L554,16.59
L229,L554,41.178
L231,L554,41.303
L246,L554,26.062
L247,L554,26.169
L249,L554,42.24
L252,L554,42.038
L262,L554,21.379
L271,L554,56.981
L273,L554,57.738
L274,L554,56.75
L292,L554,33.769
L299,L554,46.497
L309,L554,16.121
L310,L554,15.578
L313,L554,33.397
L315,L554,6.323
L321,L554,6.216
L323,L554,15.753
L328,L554,15.91
L333,L554,14.621
L334,L554,14.35
L336,L554,5.29
L338,L554,5.676
